formula,AIC,BIC
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-534.114134,-488.111039
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-796.722957,-750.719862
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1035.434693,-989.431598
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1035.425014,-989.421919
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-796.722959,-750.719864
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1025.761621,-979.758526
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-229.531500,-183.528405
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-561.760424,-515.757328
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1025.761621,-979.758526
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1025.830824,-979.827729
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-513.832151,-467.829056
log(response.time) ~ TMS_Type + sensations + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1025.274586,-979.271491
log(response.time) ~ TMS_Type + sensations + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1025.254680,-979.251584
log(response.time) ~ TMS_Type + sensations + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-561.760424,-515.757329
log(response.time) ~ TMS_Type + sensations + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1025.367122,-979.364026
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1033.922997,-981.348031
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-532.395068,-479.820102
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-794.722958,-742.147992
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1033.922997,-981.348031
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1033.992793,-981.417827
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-794.722953,-742.147987
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1033.434693,-980.859727
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1033.425013,-980.850047
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-794.722955,-742.147989
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1033.528786,-980.953820
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1023.761621,-971.186655
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1023.830824,-971.255858
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-559.760418,-507.185452
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1023.830824,-971.255858
log(response.time) ~ TMS_Type + sensations + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1023.367120,-970.792154
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1031.922997,-972.776161
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1031.992789,-972.845952
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-792.722956,-733.576119
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1031.992791,-972.845955
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1031.528789,-972.381952
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1021.830819,-962.683982
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1029.992794,-964.274086
log(response.time) ~ TMS_Type * session + (1|participant_id),-647.078967,-607.647743
log(response.time) ~ TMS_Type * session + (1|shown_letter),957.878585,997.309809
log(response.time) ~ TMS_Type * session + (1|participant_id:shown_letter),-336.361202,-296.929978
log(response.time) ~ TMS_Type * session + (1|participant_id:TMS_Type),-1030.166326,-990.735102
log(response.time) ~ TMS_Type * session + (1|shown_letter:TMS_Type),958.273997,997.705221
log(response.time) ~ TMS_Type * session + (1|participant_id:shown_letter:TMS_Type),-531.986203,-492.554979
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter),-645.345427,-599.342332
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:shown_letter),-645.078967,-599.075872
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:TMS_Type),-1041.522181,-995.519085
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter:TMS_Type),-645.078967,-599.075872
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:shown_letter:TMS_Type),-838.459514,-792.456419
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:shown_letter),-334.361202,-288.358107
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:TMS_Type),-1028.811850,-982.808755
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|shown_letter:TMS_Type),959.878585,1005.881680
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-529.986203,-483.983108
log(response.time) ~ TMS_Type * session + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1028.166326,-982.163231
log(response.time) ~ TMS_Type * session + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-334.361202,-288.358107
log(response.time) ~ TMS_Type * session + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-590.613205,-544.610110
log(response.time) ~ TMS_Type * session + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1028.328314,-982.325219
log(response.time) ~ TMS_Type * session + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1028.304184,-982.301089
log(response.time) ~ TMS_Type * session + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-529.986203,-483.983108
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),-643.345427,-590.770461
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),-1040.154497,-987.579531
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),-643.345427,-590.770461
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-836.459514,-783.884548
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1039.522181,-986.947215
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-643.078967,-590.504001
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-836.459509,-783.884543
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1039.672698,-987.097732
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1039.657829,-987.082863
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-836.459514,-783.884548
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1026.811850,-974.236884
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-332.361202,-279.786236
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-588.613205,-536.038239
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1026.811850,-974.236884
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1026.879334,-974.304368
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-527.986203,-475.411237
log(response.time) ~ TMS_Type * session + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1026.328314,-973.753348
log(response.time) ~ TMS_Type * session + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1026.304183,-973.729217
log(response.time) ~ TMS_Type * session + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-588.613205,-536.038239
log(response.time) ~ TMS_Type * session + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1026.418477,-973.843511
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1038.154497,-979.007660
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-641.345427,-582.198590
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-834.459514,-775.312677
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1038.154497,-979.007660
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1038.221234,-979.074397
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-834.459514,-775.312677
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1037.672698,-978.525861
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1037.657829,-978.510992
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-834.459514,-775.312677
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1037.762720,-978.615884
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1024.811850,-965.665013
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1024.879334,-965.732498
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-586.613205,-527.466368
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1024.879333,-965.732496
log(response.time) ~ TMS_Type * session + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1024.418477,-965.271640
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1036.154490,-970.435782
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1036.221230,-970.502523
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-832.459507,-766.740799
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1036.221232,-970.502524
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1035.762721,-970.044013
log(response.time) ~ TMS_Type * session + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1022.879331,-957.160624
log(response.time) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1034.221234,-961.930655
log(response.time) ~ TMS_Type * problem_order + (1|participant_id),-603.362193,-563.930969
log(response.time) ~ TMS_Type * problem_order + (1|shown_letter),1011.368641,1050.799865
log(response.time) ~ TMS_Type * problem_order + (1|participant_id:shown_letter),-297.689474,-258.258250
log(response.time) ~ TMS_Type * problem_order + (1|participant_id:TMS_Type),-1109.805190,-1070.373966
log(response.time) ~ TMS_Type * problem_order + (1|shown_letter:TMS_Type),1011.643245,1051.074470
log(response.time) ~ TMS_Type * problem_order + (1|participant_id:shown_letter:TMS_Type),-592.930783,-553.499559
